Gender,Interest,Skills,Any_Add_Cert_Courses,Cert_Courses_Desc,Course
Male,Financial Analysis;Research;Technology;Understand human behaviour;Data analytics;Game industry,Accounting Skills;Business Knowledge;People management;Communication skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau );SQL;HR;Good communication skills,No,No,BBA
Female,"Take risk for Profits, Teaching, Technology","Accounting Skills, Business Knowledge, Programming, People Management, Leadership, Creativity Skills, Team work, Excel, Presentation Skills, Problem Solving skills, Reporting",Yes,C programming,B.Sc
Female,Research;Technology;Web Designing;Content Writing;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Linux;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing,Yes,"MTA Networking, Cisco Networking, MTA DBMS, HubSpot Content Marketing, Alison Content Strategy, Google AdWords etc.",BCA
Male,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Social causes,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Civil & Criminal Law;Communication skills;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills;R;Python;SQL;Content creation;Java;Cloud Computing;Architecture,Yes,Data Science using Python and R,B.Sc
Male,Technology;Web Designing;Data analytics;Data scientist;Web development;All fields related to Data science.;Machine Learning,Programming Language skills;Python;SQL;Java;AWS;Javascript,No,No,BCA
Male,Oil and Gas,Critical Thinking;People management;Communication skills;Negotiation skills;Client management;Refinery Operations,Yes,Reliability Engineering,B.Tech
Male,"Take risk for Profits, Trading, Understand Human Behaviour","Analytic Thinking, People Management, Creativity Skills, Excel, Reading",Yes,Pgdacm,B.Tech
Male,Home interior design,Programming Language skills;Critical Thinking;Editing,Yes,Solid works,BE
Female,Technology;Data analytics,Accounting Skills;Active Listening;Communication skills;Problem Solving skills;Writing skills;Interpersonal skills,No,No,BCA
Male,Technology;Sports Industry,Gathering Information;People management;Communication skills;Product knowledge;Problem Solving skills;Java;Client management;Good communication skills,No,Diploma in Business and Management,BE
Male,Research,"Protein expression ;protein purification; Molecular Biology; biochemistry; protein chemistry ;western blotting ;cell culture; cell biology; bioinformatics;
Polymerase Chain Reaction (PCR) ;molecular cloning; microscopy;
Chromatography;
Enzyme Kinetics;
Biophysics electron microscopy;
Cryo-EM;X-ray crystallography;
Static Light Scattering;chromatrography",Yes,Protein expression;Polymerase Chain Reaction (PCR),B.Sc
Female,Technology;Web Designing;Data analytics,Communication skills;Writing skills;C++;Python;SQL;Java,No,No,B.Tech
Female,Web development,Programming Language skills;Problem Solving skills,No,No,B.Tech
Male,Understand human behaviour;Understand human body;Govt. Job;Industires,Active Listening;Hardware skills;Communication skills;Negotiation skills,No,No,BA
Female,Web Designing,Critical Thinking;Finance related skills;People management;Communication skills;Leadership;Designing skills;Social Media Marketing,No,No,B.Tech
Male,Industires;SAP Consultant in MM;Construction,"Proeficiency in Software like STAAD PRO, ETABS",Yes,Revit,B.Tech
Male,Construction;Construction Manegement;Urban Planning;Project Management,"Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;SAP",Yes,MS Project,B.Tech
Male,Social Justice,"Business Knowledge, Sales",No,No,B.Sc
Male,Technology,"AI, ML, Python, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Market Study, Team work, Derivatives, Excel, Tableau, CATIA , ANSYS ,SOLIDWORKS,CAESAR 2",Yes,Data science ,B.Tech
Male,Technology,"Business Knowledge, Leadership, Market Study",No,No,B.Tech
Male,Social Justice,Leadership,No,No,B.Sc
Male,"Financial Analysis, Sales/Marketing","Accounting Skills, Business Knowledge, Product Knowledge, Sales",No,No,MBA
Male,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Machine Learning skills;Python;SQL;Java,No,No,B.Tech
Female,Technology,"Team work, Excel, Designing Skills",Yes,NPTEL,B.Tech
Male,News Coverage;Understand human behaviour;Govt. Job,Gathering Information,No,No,B.Sc
Male,Technology;Data analytics;Data scientist;Infrastructure;All fields related to Data science.;Design,Active Listening;Hardware skills;Critical Thinking;Mass Communication;R;Python,No,No,B.Tech
Male,Web Designing,Accounting Skills;Active Listening;Programming Language skills;Problem Solving skills;Designing skills;R;Python;SQL;HR;MATLAB,No,No,B.Sc
Female,Research;Social Justice;Understand human behaviour;Understand human body;Govt. Job,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Leadership;C++;Linux;Java;HR,No,No,B.Sc
Female,Data entry or telecalling work,"Team work, Excel, Writing",Yes,I have completed Mscit And Tally course with Government cerificate,B.Com
Female,Financial Analysis;Technology;Data analytics,Programming Language skills;Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,Yes,360DIGITMG Data Science certification ,MBA
Male,Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,Yes,"Data science, Tableau, Artificial intelligence",BE
Female,Research;Teaching;Govt. Job;Design;Sports Industry,People management;Leadership;Designing skills;Writing skills;Social Media Marketing,No,No,BA
Female,Data Analytics,NO,No,No,B.Tech
Male,Financial Analysis,Business Knowledge,No,No,B.Com
Male,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java;Teaching,No,No,B.Tech
Female,Technology,"People Management, Observation Skills, Designing Skills",No,Not done,BE
Male,Research;Technology;Industires;Design;Product Life cycle Management,Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Presentation Skills,Yes,Design engineer,BE
Male,Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist,Designing skills;Python,No,No,B.Tech
Male,"Govt. Job;Agriculture, services;Construction Manegement;Excel",Designing skills;Writing skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);construction management,Yes,DCA,B.Tech
Male,Technology,"Work under Pressure, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Risk Managing, Reporting, Reading, Designing Skills",Yes,Matlab/simulink ,B.Tech
Male,"Data scientist,Web development,Social causes,All fields related to Data science.Machine Learning","c;JavaScript;Data Structure;CSS; jQuery ;Angular JS ;javaScript; hTML5 ;css3;
SSIS; ssms; python; react.js ;java Enterprise edition",Yes,Querying Microsoft SQL Server,B.Tech
Male,Technology,Programming Language skills;Critical Thinking;Leadership,Yes,"Manual Testing, Selenium ",MCA
Male,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",CSS;C++;JavaScript;MySQL;Java;SQL;Cascading Style Sheets (CSS);Website Development;jQuery;HTML5;Linux;AJAX;Software Development;XML;CakePHP;CodeIgniter;Laravel;Symfony;Symfony Framework;Git;Angular Command Line Interface (CLI);Yii2,Yes,PHP;HTML,B.Tech
Female,Information Technology,Communication skills;Writing skills;C++,No,No,BCA
Female,News Coverage;Research;Sales/Marketing;Social Justice;Teaching,Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills,No,No,B.Sc
Male,"Research, Technology","Python, SQL",Yes,Core and Advance python,B.Tech
Female,Data analytics;Social media marketing,Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Problem Solving skills;Writing skills;Presentation Skills;Good communication skills,Yes,Project Management,B.Tech
Male,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Yes,BIM for Construction Management and Planning,B.Tech
Male,Data science and Artificial intelligence ,"ML, Python, Analytic Thinking, Business Knowledge, Leadership, Team work, Excel, R, Problem Solving skills, Data science completed by using python and R",Yes,Certification of completion data science using python and R,B.Tech
Female,Sales/Marketing;Understand human body;Web Designing;Govt. Job;Gardening;Design,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills;C++;Presentation Skills;Programming Language C,No,No,B.Tech
Male,Technology;Data analytics;Data scientist;All fields related to Data science.,Programming Language skills;Machine Learning skills;Linux;Python;Artificial Intelligence;SQL,Yes,No,BE
Male,"News Coverage, Technology","Critical Thinking, Analytic Thinking, Gathering Informing, Negotiation Skills, Work under Pressure, Team work, Excel, Logical Skills, Problem Solving skills",No,No,B.Tech
Female,Technology;Content Writing;Web development,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills,No,No,BE
Male,Web Designing,Communication skills;Leadership;Problem Solving skills;Java,No,No,B.Tech
Male,Technology;Data scientist;Web development,Programming Language skills;Communication skills;SQL;Java,No,No,BE
Male,Trading,"Java, Programming",No,autocad,B.Tech
Male,Technology;Trading;Data scientist,Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Communication skills;Problem Solving skills;SQL,No,No,B.Tech
Male,Technology,Programming Language skills;Critical Thinking;Communication skills;Problem Solving skills;Risk management skills;C++;Presentation Skills;Linux;Cloud Computing,Yes,AWS Solution Architect,B.Tech
Female,Teaching,Civil & Criminal Law,No,No,BBA
Male,Research;Teaching;Technology;Understand human behaviour;Understand human body;Data analytics;Game industry;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python,Yes,"Data SCience and Machine Learning in 360DigiTMG, Data Visulization in Tableau. ",BE
Male,Technology;Web Designing;Data analytics;Digital marketing;Data scientist;Web development;Social media marketing,Active Listening;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Linux;Python;SQL,Yes,"Html,css3, javascript,python",B.Sc
Female,Financial Analysis;Understand human behaviour;Content Writing;Data analytics;Data scientist,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,No,No,B.Com
Male,Technology,"Java, SQL, Programming, Communication Skills, Team work, Presentation Skills",No,No,B.E
Male,"Research, Social Justice, Understand Human Body","Writing, Reading",No,No,B.E
Male,"Financial Analysis, Technology, Entrepreneurship","ML, Python, Business Knowledge, Java, Linux, AWS",Yes,"JAVA, DATA SCIENCE ",B.Tech
Male,Mobile App Development,PHP;Programming Language C;Javascript,Yes,Android Development,B.Tech
Male,Govt. Job,Artistic/Creative Skills;Leadership;Content creation,No,No,B.Sc
Female,Information Technology,Programming Language skills,No,No,BA
Female,Teaching;Technology;Web Designing;Content Writing,Active Listening;Programming Language skills;Gathering Information;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );C++;SQL;Content creation;Medical knowledge;Java;Cloud Computing,Yes,"C, cpp, java",BCA
